0	1	2.1816	9.4533e-05
0	3	2.21508	2691.15
0	5	2.10186	3929.27
0	9	2.17499	6284.85
0	11	2.23472	8648.46
0	13	2.22268	11205.6
0	15	2.19988	11570.9
0	17	2.2138	13767.4
0	19	2.14793	13981.3
0	20	2.26437	14718.3
0	23	2.18486	15744.7
0	25	2.15842	15905.6
0	29	2.15459	17294.4
0	31	2.17417	17656.5
0	32	2.01069	22138.4
0	33	2.16422	22138.4
0	35	2.15045	22372.2
0	37	2.1583	23727
0	39	2.15462	28834.4
0	41	2.15352	33030.8
0	45	2.15729	34198.7
0	47	2.16332	34701.8
0	48	1.94509	36277.7
0	49	2.16084	36277.7
0	51	2.19309	36385.6
0	53	2.14509	38438.7
0	55	2.14993	41175.6
0	57	2.18024	46517.7
0	59	2.1576	49539.8
0	61	2.1227	49636.2
0	62	2.31839	49997.7
0	65	2.16377	52281.2
0	67	2.17594	53048.6
0	69	2.15499	53280.2
0	71	2.16525	55297.6
0	73	2.13656	56817.1
0	74	2.12491	57900.7
0	75	2.15583	57900.7
0	77	2.17647	58154.8
0	79	2.20021	58700
0	81	2.18823	60898.6
0	83	2.15215	67021.4
0	85	2.16654	68137.6
0	87	2.19154	68885.7
0	89	2.1639	68983.5
0	91	2.1554	71718.9
0	93	2.19447	71785.7
0	95	2.19173	72779.4
0	97	2.08298	73963.6
0	99	2.14717	75026.7
0	101	2.15294	75037.7
0	103	2.15226	75101.4
0	105	2.18929	79285.1
0	107	2.18465	79362.4
0	109	2.18772	79821.5
0	113	2.1501	81249.2
0	115	2.17957	84728.4
0	116	2.06368	88265.8
0	117	2.15371	88265.8
0	119	2.17101	89097
0	121	2.14558	91318.4
0	123	2.17078	94100.2
0	125	2.16208	94459.4
0	127	2.17377	96539.4
0	129	2.16482	96891.7
0	131	2.17229	96981.8
0	133	2.14757	96986.2
0	135	2.18732	98102.5
0	137	2.17785	98261.1
0	138	2.4439	98521.7
0	139	2.17377	98521.7
0	141	2.16046	100481
0	142	2.13022	100891
0	143	2.15544	100891
0	144	1.93247	102443
0	145	2.15525	102443
0	147	2.16128	103153
0	149	2.18988	104559
0	151	2.1753	106503
0	153	2.15252	108933
0	154	1.927	109616
0	155	2.1544	109616
0	156	2.46464	114232
0	157	2.14236	114232
0	159	2.19653	114489
0	160	2.37513	116661
0	161	2.16246	116661
0	162	2.43121	120596
0	163	2.15247	120596
0	165	2.15075	120713
0	167	2.14809	122889
0	169	2.191	124814
0	172	1.93346	125575
0	173	2.15777	125575
0	175	2.15003	126911
0	176	1.95456	127850
0	177	2.15613	127850
0	179	2.15957	127997
0	181	2.15694	128142
0	182	2.43062	128561
0	183	2.15619	128561
0	184	2.30195	128923
0	185	2.14519	128923
0	187	2.17514	130627
0	188	2.47883	133365
0	189	2.15885	133365
0	191	2.17958	136634
0	192	2.15953	137453
0	193	2.16864	137453
0	197	2.15064	147598
0	199	2.16025	149672
0	201	2.1453	153106
0	202	2.28266	154041
0	203	2.16898	154041
0	205	2.15913	157330
0	206	1.98794	157404
0	207	2.14962	157404
0	209	2.16923	160748
0	213	2.15354	162894
0	215	2.15521	164578
0	219	2.17418	166875
0	220	1.92361	169418
0	221	2.15474	169418
0	222	2.08972	172121
0	223	2.162	172121
0	225	2.15836	173712
0	227	2.19662	175339
0	229	2.16288	176747
0	231	2.14492	177993
0	233	2.19337	178425
0	235	2.13997	183387
0	237	2.175	183769
0	238	2.43482	184896
0	239	2.15494	184896
0	241	2.15269	185067
0	243	2.16217	185654
0	245	2.15703	186047
0	247	2.15302	186312
0	248	2.21153	186576
0	249	2.15069	186576
0	252	2.35998	188152
0	253	2.15978	188152
0	255	2.16452	188478
0	259	2.19118	190496
0	260	2.08356	192440
0	261	2.1529	192440
0	263	2.14405	192481
0	265	2.18006	192700
0	267	2.16895	195778
0	269	2.19566	196718
