0	8	2.44933	1.37823
0	78	2.44428	16.3988
0	140	1.99998	28.3309
0	225	2.05657	48.3299
0	236	2.45385	49.9748
0	251	1.97858	54.0784
0	312	2.18778	64.7005
0	320	2.31161	66.3428
0	337	2.23127	70.0729
0	364	2.17617	75.5892
0	386	2.35899	83.5257
0	451	1.97829	96.9441
0	457	2.30611	98.1766
0	511	2.2358	109.749
0	518	2.00081	110.755
0	533	2.35295	112.82
0	561	2.18678	119.645
0	614	2.17944	129
0	616	1.91638	129.457
0	695	1.90109	146.179
0	717	2.18781	149.883
0	768	1.97407	158.603
0	799	2.19201	165.484
0	811	1.9037	167.854
0	836	2.02579	175.094
0	838	2.07327	175.38
0	853	2.07427	178.345
0	878	2.38614	184.411
0	941	2.46515	196.961
0	958	2.37272	199.328
0	972	2.48665	202.277
0	1004	2.13345	209.919
0	1028	2.16572	216.85
0	1083	2.41017	230.54
0	1133	2.48503	239.93
0	1169	2.4026	246.866
0	1249	2.48724	265.429
0	1270	2.02803	269.2
0	1349	2.19569	285.051
0	1405	2.20146	297.413
0	1453	1.97512	306.858
0	1493	2.40511	314.296
0	1497	2.2424	315.475
0	1540	2.41792	325.034
0	1560	1.99303	329.609
0	1571	2.10658	331.096
0	1585	2.43093	332.229
0	1647	2.20046	348.092
0	1680	2.4076	356.889
0	1701	1.93277	363.035
0	1726	2.09869	366.865
0	1760	1.94664	373.352
0	1765	2.08215	374.245
0	1805	2.2888	383.364
0	1808	2.40878	383.936
0	1847	2.25898	391.03
0	1876	2.38316	396.463
0	1894	2.20958	401.12
0	1922	2.31194	406.717
0	1934	2.18861	409.061
0	1954	2.4903	412.039
0	1996	2.32652	421.269
0	2013	1.97514	425.467
0	2018	2.01754	427.052
0	2040	2.31203	430.398
0	2071	2.08936	436.644
0	2092	2.17117	440.302
0	2112	2.36462	444.787
0	2114	2.26553	445.268
0	2168	2.07112	457.379
0	2213	2.10695	470.898
0	2256	2.36532	479.369
0	2297	2.07996	487.848
0	2334	2.4358	496.748
0	2345	2.24308	497.766
0	2368	2.34959	502.869
0	2474	1.91731	522.804
0	2491	2.13216	527.597
0	2565	2.34448	541.081
0	2580	2.42899	543.756
0	2590	1.95177	545.262
0	2739	2.45529	575.633
0	2769	2.02195	583.167
0	2809	1.97452	591.565
0	2926	2.05508	617.702
0	2936	2.48062	619.487
0	2975	2.04243	628.14
0	3067	2.47543	649.521
0	3204	2.17394	678.679
0	3257	2.08626	691.72
0	3358	2.21234	711.179
0	3465	2.45891	735.2
0	3574	2.2794	758.536
0	3666	2.41459	776.421
0	3674	1.92193	777.671
0	3692	2.2135	780.796
0	3712	1.9581	784.441
0	3759	2.01169	794.018
0	3768	2.28306	795.661
0	3882	2.11729	817.082
0	3884	2.34518	817.325
0	3890	2.23055	818.328
0	3934	2.35494	828.494
0	3941	2.26674	831.277
0	4058	2.25235	855.204
0	4110	2.23353	866.787
0	4192	1.97505	883.648
0	4228	2.01615	889.736
0	4395	2.20845	920.124
0	4410	2.33327	923.121
0	4556	2.02846	948.538
0	4579	2.16928	954.365
0	4582	1.98365	954.586
0	4594	2.38262	956.397
0	4643	2.34648	969.491
0	4672	2.35079	974.586
0	4695	2.15692	978.315
0	4745	2.21655	988.59
0	4750	2.12924	989.27
0	4788	2.27464	995.568
0	4808	2.25253	999.861
0	4811	1.91025	999.983
0	4967	2.45845	1033.27
0	4986	2.17813	1036.38
0	5012	2.49924	1042.55
0	5146	2.31915	1070.24
0	5150	2.36248	1071.02
0	5182	2.16015	1076.82
0	5256	2.27558	1092.99
0	5282	1.95658	1098.51
0	5315	2.05326	1105.53
0	5341	2.18955	1111.08
0	5353	2.3621	1114.82
0	5354	2.12694	1114.96
0	5367	2.12481	1117.5
0	5434	1.94381	1131.21
0	5456	2.1864	1136.18
0	5471	2.4299	1139.11
0	5529	2.28101	1147.11
0	5545	2.03054	1151.12
0	5549	2.07815	1151.79
0	5563	2.20629	1154.38
0	5582	2.04298	1161.42
0	5609	2.37576	1167.94
0	5663	1.91068	1182.92
0	5708	1.98839	1189.25
0	5721	1.96278	1191.98
0	5747	2.32178	1196.09
0	5784	2.19763	1202.91
0	5885	2.14469	1225.08
0	5967	2.10671	1242.51
0	5978	2.22631	1245.48
0	5982	2.4634	1246.45
0	6024	2.36453	1257.33
0	6061	1.90069	1265.77
0	6101	2.15861	1272.44
0	6145	2.44319	1281.6
0	6212	2.18443	1295.91
0	6226	2.0325	1298.95
0	6307	2.27944	1311.33
0	6319	2.07496	1314.87
0	6332	2.12243	1316.37
0	6336	2.16373	1317.12
0	6339	2.15887	1317.42
0	6344	2.36931	1317.59
0	6349	2.16518	1318.54
0	6358	2.39052	1320.44
0	6462	2.3728	1340.49
0	6509	2.32695	1349.35
0	6555	2.05329	1358.29
0	6608	2.05243	1368.97
0	6631	2.35257	1373.03
0	6654	2.15255	1378.35
0	6670	1.97488	1382.19
0	6722	2.43993	1391.99
0	6830	2.44235	1416.85
0	6831	2.08552	1417.15
0	6850	2.4626	1420.73
0	6906	2.34293	1433.57
0	6950	2.18662	1444.87
0	7020	2.18845	1458.19
0	7041	2.39212	1461.63
0	7043	2.14819	1462.47
0	7136	2.34375	1481.17
0	7140	2.08364	1481.63
0	7161	2.30613	1485.71
0	7206	2.47725	1497.52
0	7270	2.2278	1512.78
0	7276	1.98132	1514.19
0	7282	2.30782	1515.17
0	7439	2.06506	1547.05
0	7458	2.00457	1549.64
0	7460	1.91276	1550.15
0	7467	2.37584	1550.92
0	7542	2.23169	1567.63
0	7573	1.92154	1576.15
0	7599	2.22153	1581.04
0	7613	2.37252	1584.1
0	7635	2.41155	1588.79
0	7662	2.37041	1595.89
0	7671	1.99711	1599.04
0	7706	1.98692	1609.04
0	7776	2.26285	1625.84
0	7806	2.11505	1631.07
0	7866	1.92182	1644.17
0	7890	1.98811	1648.77
0	7926	2.22943	1657.72
0	7936	2.37158	1659.85
0	8039	2.17792	1679.66
0	8086	2.26658	1690
